0.8361545752012303,{'colsample_bytree': 0.766226193022905, 'gamma': 2.4969644325675784, 'learning_rate': 0.016711709650677663, 'max_depth': 16.711356372527195, 'min_child_weight': 1.1236862376768966, 'n_estimators': 795.4138958803843, 'reg_alpha': 0.31071171530416064, 'reg_lambda': 0.8216524213313933, 'subsample': 0.5061845727026008}
0.8376095873934963,{'colsample_bytree': 0.9663782739607691, 'gamma': 0.07983783278532386, 'learning_rate': 0.0450798122752451, 'max_depth': 10.66842881054941, 'min_child_weight': 11.652866945053459, 'n_estimators': 296.3421973434399, 'reg_alpha': 0.450517058188605, 'reg_lambda': 0.9893514618581893, 'subsample': 0.8634603758602453}
0.8376095873934963,{'colsample_bytree': 0.9663782739607691, 'gamma': 0.07983783278532386, 'learning_rate': 0.0450798122752451, 'max_depth': 10.66842881054941, 'min_child_weight': 11.652866945053459, 'n_estimators': 296.3421973434399, 'reg_alpha': 0.450517058188605, 'reg_lambda': 0.9893514618581893, 'subsample': 0.8634603758602453}
